product_name,code,category_name,B1 ויטמין,B6 ויטמין,סיבים תזונתיים,חומצה פולית,אנרגיה,חלבונים,פחמימות,שומנים,נתרן,B3 ויטמין,אשלגן,C ויטמין,ברזל,B2 ויטמין,K ויטמין,E ויטמין,מגנזיום,סוכרים מתוך פחמימות,A ויטמין,סיבים תזונתים,אבץ,מתוכם סוכר מוסף,מתוכם שומן רווי,חומצות שומן טרנס,כפיות סוכר,סידן,כולסטרול,שומן חד בלתי רווי,שומן רב בלתי רווי,סוכרים,נתרן מופחת,רב כהלים,לקטוז,D ויטמין,חלבונים (אלבומין|קזאין‎ 40|60),מתוך הפחמימות לקטוז,ויטמין D קלציפרול,3 חומצות שומן אומגה,DHA + EPA,קפאין,B12 ויטמין,ניאצין,שומן ללא טרנס,B5 ויטמין,חומצה פנתוטנית,שומן רווי,שומן טרנס,חומצות שומן רווי,ניקוטינאמיד,סיבים בלתי מסיבים,מתוכם שומן בלתי רווי,6 חומצות שומן אומגה,מתוך סוכרים חומצות אורגניות,רטיבות,אפר,סוכרוז,ביוטין,יוד,זרחן,מלח,ליקופן,מנגן,סיבים מסיסים,חומצות שומן אולאית,ויטמין E שווי אלפא טוקופרול,חומצת חומץ,ויטמין A שווי רטינול,חומצה אסקורבית,עמילן,ARA חומצת שומן,DHA חומצת שומן,נוקלאוטידים,חומצת שומן לינולאית,חומצת שומן לינולנית,סלניום,נחושת,טאורין,כולין,אינוסיטול,לוטאין,חומצה אלפא לינולנית,גלקטואוליגוסכרידים,כלור,קרניטין,כלוריד,חומצת שומן AA,ויטמין B3 ניקוטינאמיד שווי חומ,K אשלגן,לחות,כרום,מוליבדן,בלתי רווי,חומצה לאורית,חומצה לינולאית,DHA,EPA,כלורופיל
סולת ארוז,P_515106,בישול אפיה ושימורים,0,0,0,345,10,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
קמח חיטה 80%,P_7290012372100,בישול אפיה ושימורים,0,0,0,347,12.2,74.8,1.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
קמח חיטה מלא 100%,P_7290012372117,בישול אפיה ושימורים,0,0,0,338,11.9,73,2.1,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0.1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
קמח כוסמין מלא,P_3060061,בישול אפיה ושימורים,0,10,0,348,14.8,76,2.8,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0.1,פחות מ 0.5,0,0,פחות מ 2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
קמח רב תכליתי,P_7290100701331,בישול אפיה ושימורים,0,0,40,355,10.3,76.4,1,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
קמח לחם,P_7290100701577,בישול אפיה ושימורים,0,0,40,347,11,73.5,1,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
קמח פיצה,P_7290100701881,בישול אפיה ושימורים,0,0,0,345,12.5,71.5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
קמח תופח,P_7290100702383,בישול אפיה ושימורים,0,0,0,331,10.5,70,1,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
קמח חיטה מלא סוגת,P_211374,בישול אפיה ושימורים,0,0,0,361,12,74,1.9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
קמח פיצה שף קאפוטו,P_8014601026354,בישול אפיה ושימורים,0,0,0,356,13.5,72,0.9,6,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
קמח כוסמין לבן,P_7290100704578,בישול אפיה ושימורים,0,0,0,355,13.2,70.7,2.1,688,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0.5,פחות מ 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
קמח שמרים מנופה לפיצה,P_7290100704493,בישול אפיה ושימורים,0,0,0,260,8.9,50.2,2.6,384,0,0,0,0,0,0,0,0,1.9,0,0,0,0,0.2,פחות מ 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
קמח כוסמין לבן,P_7290012868689,בישול אפיה ושימורים,0,0,0,358,16.76,70.7,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,פחות מ 0.5,פחות מ 0.5,0,0,פחות מ 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
קמח אקסטרה לכל מטרה,P_8014601028747,בישול אפיה ושימורים,0,0,0,343,11.5,71,0.9,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
קמח סמולינה דורום קאפוטו,P_8014601999870,בישול אפיה ושימורים,0,0,0,335,13,67,1.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
קמח כוסמין 80%,P_7290012372155,בישול אפיה ושימורים,0,0,0,355,14.2,68.9,2.1,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
קמח כוסמין 70%,P_7290012868719,בישול אפיה ושימורים,0,0,0,374,15.73,73.35,2,25.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,פחות מ 0.5,0,0,פחות מ 2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
קמח כוסמין מלא,P_7290012868115,בישול אפיה ושימורים,0,0,0,366,15.73,71.4,1.9,6.8,0,300.9,0,4.3,0,0,0,129.1,0,0,0,2.79,0,0.1,פחות מ 0.5,0,34.5,פחות מ 2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
קמח חיטה מלאה מהודר,P_7290012868092,בישול אפיה ושימורים,0,0,0,384,13.13,72.3,4.7,6,0,298.6,0,4.8,0,0,0,110.2,0,0,0,2.21,0,0.82,פחות מ 0.5,0,37.6,פחות מ 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
קמח כוסמין 100%,P_7290012372124,בישול אפיה ושימורים,0,0,0,382,14.2,68.9,2.1,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0.5,פחות מ 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
קמח תופח מאליו,P_63157,בישול אפיה ושימורים,0,0,0,474,10,72,1.7,490,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
קמח תופח מאליו,P_63102,בישול אפיה ושימורים,0,0,0,474,14,101,1.7,686,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
סולת,P_3107223,בישול אפיה ושימורים,0,0,0,350,11.5,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
קמח שמרים,P_7290105691934,בישול אפיה ושימורים,0,0,0,492,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
קמח שמרים לפיצה,P_7290106572997,בישול אפיה ושימורים,0,0,0,494,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
קמח קסם,P_7290100703533,בישול אפיה ושימורים,0,0,0,363,13.6,73.2,1.7,15,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
קמח תערובת קסם לחלה,P_7290100703861,בישול אפיה ושימורים,0,0,0,271,9.7,56.4,1.2,385,0,0,0,0,0,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
קמח שמרים פיתה,P_7290100704639,בישול אפיה ושימורים,0,0,0,341,10.7,72.4,1.2,599,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
קמח כוסמין מלא אורגני1קג,P_4952136,בישול אפיה ושימורים,0,9.3,0,347,14.2,60,2.1,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,פחות מ 0.5,פחות מ 0.5,0,0,פחות מ 2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
קמח מצה חמץ,P_130248,בישול אפיה ושימורים,0,0,0,388,11.5,80,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
תערובת תיבול לזעתר במיכל,P_7296073216025,בישול אפיה ושימורים,0,19.3,0,383,17,11.9,25.4,4670,0,0,0,0,0,0,0,0,9.9,0,0,0,0,4.2,פחות מ 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
פפריקה מרוקאית מתוקה,P_7296073216278,בישול אפיה ושימורים,0,36.2,0,338,14.7,18.6,14.7,33,0,0,0,0,0,0,0,0,9.8,0,0,0,0,2.3,0.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
תערובת תיבול לזעתר,P_7296073216018,בישול אפיה ושימורים,0,19.3,0,383,17,11.9,25.6,4470,0,0,0,0,0,0,0,0,9.9,0,0,0,0,4.2,פחות מ 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
מלח לימון בשקית,P_7296073216315,בישול אפיה ושימורים,0,0,0,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
פפריקה חריפה בשקית,P_7296073216292,בישול אפיה ושימורים,0,36.6,0,335,14.6,19.3,14,156,0,0,0,0,0,0,0,0,9.6,0,0,0,0,2.1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
בהרט בשקית,P_7296073216094,בישול אפיה ושימורים,0,20.3,0,252,6.7,27,8.5,7443,0,0,0,0,0,0,0,0,2.7,0,0,0,0,2.6,פחות מ 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
תערובת תיבול לגריל עוף,P_7296073216001,בישול אפיה ושימורים,0,21,0,245,8,27,7,11000,0,0,0,0,0,0,0,0,13.7,0,0,0,0,1.4,פחות מ 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
תערובת תיבול קארי בשקית,P_7296073216117,בישול אפיה ושימורים,0,18.3,0,227,8.9,16.3,9.9,8156,0,0,0,0,0,0,0,0,1.9,0,0,0,0,0.6,פחות מ 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
חוואג' למרק בשקית,P_7296073216063,בישול אפיה ושימורים,0,18.4,0,294,9.7,32.2,10,5872,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,פחות מ 0.5,0,0,פחות מ 2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
תערובת תיבול לשווארמה,P_7296073216056,בישול אפיה ושימורים,0,23.8,0,288,11.1,24.2,11,6513,0,0,0,0,0,0,0,0,6.1,0,0,0,0,1.4,פחות מ 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
תערובת תיבול לקציצות,P_7296073218159,בישול אפיה ושימורים,0,22.1,0,299,11.8,36.3,6.9,4309,0,0,0,0,0,0,0,0,12.3,0,0,0,0,1.1,פחות מ 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
תערובת תיבול על האש,P_7296073216049,בישול אפיה ושימורים,0,22.3,0,279,12.2,24.8,9.6,6952,0,0,0,0,0,0,0,0,5,0,0,0,0,1,פחות מ 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
תערובת תיבול גריל דג,P_7296073218173,בישול אפיה ושימורים,0,21,0,312,13,29.9,10.9,4906,0,0,0,0,0,0,0,0,6.8,0,0,0,0,0.7,פחות מ 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
פפריקה מתוקה בשמן,P_1946121,בישול אפיה ושימורים,0,0,0,433,12.6,48.6,20.9,60,0,0,0,0,0,0,0,0,9,0,0,0,0,3.5,פחות מ 0.5,0,0,פחות מ 2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
תערובת לסטייק אהרוני,P_7290015652513,בישול אפיה ושימורים,0,0,0,290.3,20.4,36.6,9.6,6491,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,פחות מ 0.5,0,0,פחות מ 2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
תערובת השף אהרוני,P_7290015652520,בישול אפיה ושימורים,0,20.3,0,278.7,12,41,14.1,7814.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,פחות מ 0.5,0,0,פחות מ 2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
גריל עוף ארומטי אהרוני,P_7290015652544,בישול אפיה ושימורים,0,20.3,0,278.7,12,41,14.1,7814.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,פחות מ 0.5,0,0,פחות מ 2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
פלפל לימון פרסי+שום,P_7290015652537,בישול אפיה ושימורים,0,18,0,218,9.4,52.7,2.2,27.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,פחות מ 0.5,0,0,פחות מ 2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
עשבי תיבול לדגים אהרוני,P_7290015652568,בישול אפיה ושימורים,0,20.4,0,256.8,16.4,51.3,5.6,159.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,פחות מ 0.5,0,0,פחות מ 2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
זעתר ושומשום בלדי אהרוני,P_7290015652551,בישול אפיה ושימורים,0,0,0,420,13,30,32,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,פחות מ 0.5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ראס אל חנות אהרוני,P_7290015652575,בישול אפיה ושימורים,0,0,0,287.4,11.4,49.3,12,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,פחות מ 0.5,0,0,פחות מ 2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
צלי בקר אהרוני,P_7290015652599,בישול אפיה ושימורים,0,18,0,218,9.4,52.7,2.2,27.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,פחות מ 0.5,0,0,פחות מ 2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
חריימה דג אהרוני,P_7290015652582,בישול אפיה ושימורים,0,23.6,0,273.2,14,43.7,10.8,46.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,פחות מ 0.5,0,0,פחות מ 2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
זעתר מעורב,P_134826,בישול אפיה ושימורים,0,0.2,0,4.8,0.2,0.3,0.3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,פחות מ 0.5,0,0,פחות מ 2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
