שם המוצר,"1 ק""ג",B1 ויטמין,B6 ויטמין,סיבים תזונתיים,חומצה פולית,אנרגיה,חלבונים,פחמימות,שומנים,נתרן,B3 ויטמין,אשלגן,C ויטמין,ברזל,1 יחידה,100 גרם,B2 ויטמין,K ויטמין,E ויטמין,מגנזיום,סוכרים מתוך פחמימות,A ויטמין,סיבים תזונתים,אבץ,מתוכם סוכר מוסף,"100 מ""ל",מתוכם שומן רווי,חומצות שומן טרנס,כפיות סוכר,סידן,כולסטרול,שומן חד בלתי רווי,שומן רב בלתי רווי,סוכרים,נתרן מופחת,רב כהלים,לקטוז,D ויטמין,"1 ס""מ",חלבונים (אלבומין|קזאין‎ 40|60),מתוך הפחמימות לקטוז,ויטמין D קלציפרול,3 חומצות שומן אומגה,DHA + EPA,קפאין,B12 ויטמין,ניאצין,B5 ויטמין,שומן ללא טרנס,חומצה פנתוטנית,שומן טרנס,שומן רווי,חומצות שומן רווי,ניקוטינאמיד,סיבים בלתי מסיבים,מתוכם שומן בלתי רווי,6 חומצות שומן אומגה,מתוך סוכרים חומצות אורגניות,רטיבות,אפר,סוכרוז,ביוטין,יוד,זרחן,מלח,ליקופן,מנגן,סיבים מסיסים,חומצות שומן אולאית,ויטמין E שווי אלפא טוקופרול,חומצת חומץ,ויטמין A שווי רטינול,חומצה אסקורבית,עמילן,ARA חומצת שומן,DHA חומצת שומן,נוקלאוטידים,חומצת שומן לינולאית,חומצת שומן לינולנית,סלניום,נחושת,טאורין,כולין,אינוסיטול,לוטאין,חומצה אלפא לינולנית,גלקטואוליגוסכרידים,כלור,קרניטין,כלוריד,חומצת שומן AA,ויטמין B3 ניקוטינאמיד שווי חומ,K אשלגן,לחות,כרום,מוליבדן,1 מטר,100 מטר,בלתי רווי,חומצה לאורית,חומצה לינולאית,DHA,EPA,כלורופיל,,
פיצה טבעונית קמח מלא זית,0,0,0,5.6,0,243,6.6,33.4,7.9,450,0,0,0,1.8,0,7.48,0,0,0,0,1.4,0,0,0,0,0,2.1,פחות מ 0.5,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
פיצה מרגריטה טבעונית,0,0,0,5.7,0,247,6.8,34.8,7.6,404,0,0,0,1.8,0,7.48,0,0,0,0,1.5,0,0,0,0,0,2.1,פחות מ 0.5,0,170.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
פיצה זיתים טבעונית,0,0,0,5.6,0,243,6.6,33.4,7.9,450,0,0,0,1.8,0,7.48,0,0,0,0,1.4,0,0,0,0,0,2.1,פחות מ 0.5,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
סייטן בסגנון טבעי,0,0,0,0,0,680,122.5,40,3.5,75,0,0,0,0,0,3.38,0,0,0,0,2,0,0,0,0,0,0,0,0,2900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
המבורגר קלאסי עם ברוקולי,0,0,0,6.1,0,162,11,12.5,10,600,0,0,0,0,0,6.23,0,0,0,0,1.7,0,0,0,0,0,0.9,פחות מ 0.5,0,0,פחות מ 2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
המבורגר טקסס עם פטריות,0,0,0,6.4,0,192,12.1,14.4,11,630,0,0,0,0,0,6.23,0,0,0,0,1.7,0,0,0,0,0,1.2,פחות מ 0.5,0,0,פחות מ 2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
קבב מהצומח עם פטרוזיליה,0,0,0,5.6,0,189,13,11.2,11.5,510,0,0,0,0,0,6.23,0,0,0,0,0,0,0,0,0,0,1.2,פחות מ 0.5,0,0,פחות מ 2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
המבורגר ניו יורק על האש,0,0,0,7,0,195,13,14.3,11,630,0,0,0,0,0,6.23,0,0,0,0,1.8,0,0,0,0,0,1.2,פחות מ 0.5,0,0,פחות מ 2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
שווארמה טבעונית,0,0,0,1.2,0,99,15,5.4,2.5,214,0,0,0,0,0,5.48,0,0,0,0,0,0,0,0,0,0,0.4,פחות מ 0.5,0,0,פחות מ 2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
קבבונים טבעוניים,0,0,0,0,0,148,12,15,4.6,202,0,0,0,0,0,5.48,0,0,0,0,0,0,0,0,0,0,0.7,פחות מ 0.5,0,0,פחות מ 2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
טחון מהצומח לצליה בגריל,0,0,0,7,0,166,13,14.3,7.8,630,0,0,0,0,0,4.98,0,0,0,0,1.8,0,0,0,0,0,0.6,פחות מ 0.5,0,0,פחות מ 2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
טחון מהצומח להכנת בולונז,0,0,0,0.5,0,95,16.5,5.8,0.7,440,0,0,0,0,0,4.98,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
קציצות טופו עם ברוקולי,0,0,0,4.1,0,126,9.3,8.6,7.2,360,0,0,0,0,0,6.48,0,0,0,0,0.6,0,0,0,0,0,1.3,פחות מ 0.5,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
קציצות טופו בטטה וגזר,0,0,0,4.1,0,152,9.3,8.6,8.1,360,0,0,0,0,0,6.48,0,0,0,0,0.6,0,0,0,0,0,1.3,פחות מ 0.5,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
קציצות טופו עם סלק,0,0,0,5,0,175,8.6,12,9.2,370,0,0,0,0,0,6.48,0,0,0,0,0.9,0,0,0,0,0,1.5,0.5,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
שווארמה מן הצומח,0,0,0,4.2,0,142,17.8,6.6,6.9,354,0,0,0,0,0,8.33,0,0,0,0,1.1,0,0,0,0,0,0.5,פחות מ 0.5,0,0,פחות מ 2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
שווארמה מן הצומח למקפיא,0,0,0,0,0,160,20,10.5,4.2,400,0,0,0,0,0,6.48,0,0,0,0,0,0,0,0,0,0,0,0,0,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
מאפה בצק טבעוני פטה,0,0,0,1.6,0,366,4.4,34.9,22.3,395,0,0,0,0,0,4.48,0,0,0,0,1.9,0,0,0,0,0,12.3,פחות מ 0.5,0,103.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
מאפה פילאס טבעוני פיצה,0,0,0,2.8,0,434,5.7,36.6,29.5,545,0,0,0,0,0,4.48,0,0,0,0,2.1,0,0,0,0,0,12.7,פחות מ 0.5,0.5,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
שניצלוני טופו,0,0,0,0.3,0,238,14,18,12,428,0,0,0,0,0,7.98,0,0,0,0,0,0,0,0,1.1,0,0.7,פחות מ 0.5,0,0,פחות מ 2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
המבורגר קינואה,0,0,0,8.6,0,262,9,35.3,11.3,549,0,0,0,0,0,6.23,0,0,0,0,0,0,0,0,0,0,2,פחות מ 0.5,0,0,פחות מ 2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
המבורגר אורז עדשים,0,0,0,8.1,0,261,9.1,35,11.2,515,0,0,0,0,0,6.23,0,0,0,0,0,0,0,0,0,0,2,פחות מ 0.5,0,0,פחות מ 2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
המבורגר כוסמת מש מונבט,0,0,0,8.3,0,253,9.5,32.4,11.3,460,0,0,0,0,0,6.23,0,0,0,0,0,0,0,0,0,0,2,פחות מ 0.5,0,0,פחות מ 2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
סיגרים במילוי מן הצומח,0,0,0,0.3,0,270,10,34,10.4,669,0,0,0,0,0,7.48,0,0,0,0,0,0,0,0,1.1,0,0.7,פחות מ 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
בורגר ירקות טבעוני,0,0,0,0,0,148,12,15,4.6,206,0,0,0,0,0,4.98,0,0,0,0,0,0,0,0,0,0,0.7,פחות מ 0.5,0,0,פחות מ 2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
בורגר סלק טבעוני,0,0,0,0,0,148,12,15,4.6,206,0,0,0,0,0,4.98,0,0,0,0,0,0,0,0,0,0,0.7,פחות מ 0.5,0,0,פחות מ 2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
בורגר טבעוני עם פטריות,0,0,0,3.4,0,212,12,14,11.3,400,0,0,0,0,0,9.16,0,0,0,0,0.7,0,0,0,0,0,4.4,פחות מ 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
בורגר טבעוני,0,0,0,4.4,0,193,12.4,11,10,465,0,0,0,0,0,9.16,0,0,0,0,2.1,0,0,0,0,0,4.5,פחות מ 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
בורגר פטריות טבעוני,0,0,0,0,0,98,13.3,5.9,1.8,205,0,0,0,0,0,5.84,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
נקניקיות צ'וריסוס טבעוני,0,0,0,3.6,0,200,16,7,12,357,0,0,0,0,0,10.63,0,0,0,0,1,0,0,0,0,0,3.6,פחות מ 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
נקניקיות מרגז טבעוניות,0,0,0,3.6,0,200,16,7,12,357,0,0,0,0,0,10.63,0,0,0,0,1,0,0,0,0,0,3.6,פחות מ 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
שניצל מחלבון אפונה,0,0,0,0,0,236,12.3,15.6,12.8,480,0,0,0,0,0,9.71,0,0,0,0,1.7,0,0,0,0,0,1.6,פחות מ 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
בורגר מחלבון אפונה,0,0,0,0,0,207,14.2,2.9,14.9,450,0,0,0,0,0,9.23,0,0,0,0,1.2,0,0,0,0,0,9.5,פחות מ 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
שניצלונים סוי ג'וי,0,0,0,6.5,0,261,14.2,16.2,14,373,0,0,0,0,0,6.23,0,0,0,0,0.7,0,0,0,0,0,1.1,פחות מ 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
שניצל סוי ג'וי,0,0,0,7,0,238,16,17,10.2,291,0,0,0,0,0,6.64,0,0,0,0,1.8,0,0,0,0,0,1.1,פחות מ 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
בורגר מחלבון סויה,0,0,0,0,0,215,10.3,8.4,15.6,312,0,0,0,0,0,5.69,0,0,0,0,0.6,0,0,0,0,0,2.3,פחות מ 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
נקניקיות בסגנון צוריסוס,0,0,0,4.3,0,208,14,8,12.4,470,0,0,0,0,0,19.96,0,0,0,0,0.9,0,0,0,0,0,4.3,פחות מ 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
מיני עראיס טבעוני בפיתה,0,0,0,4.9,0,158,11.1,17.6,3.9,493,0,0,0,0,0,9.06,0,0,0,0,0.5,0,0,0,0,0,0.3,פחות מ 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
מיני שווארמה טבעוני,0,0,0,1.7,0,88,13.2,8.5,0,84,0,0,0,0,0,9.06,0,0,0,0,0,0,0,0,0,0,0.1,פחות מ 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
שווארמה טבעונית,0,0,0,4,0,104,13,6,2.2,380,0,0,0,0,0,8.54,0,0,0,0,0.4,0,0,0,0,0,0.2,פחות מ 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
טופו פסטרמה רומנית,0,0,0,5,0,220,20.2,6.9,11.5,35,0,0,0,0,0,9.95,0,0,0,0,0,0,0,0,0,0,1.9,פחות מ 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
כמו בשר טחון,0,0.5,0.3,23,350,280,70,19.3,0.5,0.01,0,0,0,15,0,8.3,0,0,0,300,0,0,0,4,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
רצועות סויה סגנון בקר,0,0,0,32,0,280,53,32,3,20,0,0,0,15,0,8.3,0,0,0,300,0,0,0,4,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
רצועות סויה סגנון שוארמה,0,0.5,0.3,20.3,350,297,70,20.6,1.3,0.3,0,0,0,15,0,8.3,0,0,0,300,0,0,0,4,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
נקנקיה טבעונית,0,0,0,2.5,0,144,15,5,7,500,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,1,פחות מ 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
שניצל  דקדק מן הצומח,0,0,0,4,0,270,14.5,21,14,540,0,0,0,0,0,5.54,0,0,0,0,4,0,0,0,0,0,1.2,פחות מ 0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
בורגרפטריות עדשים קינואה,0,0,0,4,0,145,9.5,9,7,400,0,0,0,0,0,6.64,0,0,0,0,1,0,0,0,0,0,1,פחות מ 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
חזה בגריל צמחוני99קלוריו,0,0,0,3.4,0,159,8.5,8.8,4,249,0,0,0,2.7,0,5.7,0,0,0,0,0.9,0,0,0,0,0,0.3,פחות מ 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
שניצל ירוק,0,0,0,3,0,188,5.5,23,8,480,0,0,0,0,0,5.4,0,0,0,0,2,0,0,0,0,0,1.2,פחות מ 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
טחון צמחוני טבעול,0,0,0,6.4,0,121,20,7,3,300,0,0,0,3.2,0,6.38,0,0,0,0,2.4,0,0,0,0,0,0.3,פחות מ 0.5,0.75,0,פחות מ 2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
קציצות עדשים כתומות,0,0,0,3.6,0,138,7,19.1,8,400,0,0,0,0,0,6.08,0,0,0,0,3.7,0,0,0,0,0,0.7,פחות מ 0.5,1.25,0,פחות מ 2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
קציצות כרובית וברוקולי,0,0,0,6.8,0,163,3.1,19.3,6.6,356,0,0,0,0,0,5.58,0,0,0,0,3.2,0,0,0,0,0,0.56,פחות מ 0.5,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
בורגר מן הצומח שף שגב,0,0,0,5,0,192,14,9,10,580,0,0,0,3,0,7.48,0,0,0,0,0.3,0,0,0,0,0,1.8,פחות מ 0.5,0,0,פחות מ 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
